latitude,longitude,acq_date,acq_time,iran_date,iran_time,year,month,day,satellite,instrument,detected_sensor,confidence,frp,brightness,daynight,scan,track
29.9058,51.23837,2026-09-10,1622,2026-09-10,19:52,2026,9,10,Terra,MODIS,MODIS,84,34.3,312.06,N,2.93,1.63
29.90906,51.23066,2026-09-10,1622,2026-09-10,19:52,2026,9,10,Terra,MODIS,MODIS,100,73.99,321.26,N,2.93,1.63
29.91975,51.23451,2026-09-10,1622,2026-09-10,19:52,2026,9,10,Terra,MODIS,MODIS,86,38.23,312.81,N,2.93,1.63
27.87236,53.07005,2026-09-10,1028,2026-09-10,13:58,2026,9,10,N20,VIIRS,VIIRS,n,6.25,353.12,D,0.48,0.64
29.11654,52.89961,2026-09-10,1028,2026-09-10,13:58,2026,9,10,N20,VIIRS,VIIRS,n,19.11,355.4,D,0.48,0.65
29.11684,52.90437,2026-09-10,1028,2026-09-10,13:58,2026,9,10,N20,VIIRS,VIIRS,h,14.38,367,D,0.48,0.65
29.12219,52.89448,2026-09-10,1028,2026-09-10,13:58,2026,9,10,N20,VIIRS,VIIRS,l,3.86,339.84,D,0.48,0.65
29.1225,52.89917,2026-09-10,1028,2026-09-10,13:58,2026,9,10,N20,VIIRS,VIIRS,n,3.86,345.1,D,0.48,0.65
29.25409,53.12546,2026-09-10,1028,2026-09-10,13:58,2026,9,10,N20,VIIRS,VIIRS,n,6.7,352.62,D,0.5,0.65
29.8977,51.22149,2026-09-10,1028,2026-09-10,13:58,2026,9,10,N20,VIIRS,VIIRS,n,12.15,345.05,D,0.38,0.59
29.89791,51.22431,2026-09-10,1028,2026-09-10,13:58,2026,9,10,N20,VIIRS,VIIRS,n,7.87,354,D,0.38,0.59
29.89812,51.22709,2026-09-10,1028,2026-09-10,13:58,2026,9,10,N20,VIIRS,VIIRS,n,7.87,340.87,D,0.38,0.59
29.89833,51.22984,2026-09-10,1028,2026-09-10,13:58,2026,9,10,N20,VIIRS,VIIRS,n,18.24,349.83,D,0.38,0.59
29.89854,51.23259,2026-09-10,1028,2026-09-10,13:58,2026,9,10,N20,VIIRS,VIIRS,h,18.24,367,D,0.38,0.59
29.89876,51.23542,2026-09-10,1028,2026-09-10,13:58,2026,9,10,N20,VIIRS,VIIRS,n,9.24,353.97,D,0.39,0.59
29.89899,51.23851,2026-09-10,1028,2026-09-10,13:58,2026,9,10,N20,VIIRS,VIIRS,h,9.24,367,D,0.39,0.59
29.89929,51.24232,2026-09-10,1028,2026-09-10,13:58,2026,9,10,N20,VIIRS,VIIRS,n,21.97,354.25,D,0.39,0.59
29.89932,51.22367,2026-09-10,1028,2026-09-10,13:58,2026,9,10,N20,VIIRS,VIIRS,h,11.83,367,D,0.38,0.59
29.89951,51.22646,2026-09-10,1028,2026-09-10,13:58,2026,9,10,N20,VIIRS,VIIRS,n,11.83,345.26,D,0.38,0.59
