latitude,longitude,acq_date,acq_time,iran_date,iran_time,year,month,day,satellite,instrument,detected_sensor,confidence,frp,brightness,daynight,scan,track
27.48287,52.97124,2026-09-22,2312,2026-09-23,02:42,2026,9,23,N21,VIIRS,VIIRS,n,7.28,332.45,N,0.74,0.76
27.4833,52.96923,2026-09-22,2312,2026-09-23,02:42,2026,9,23,N21,VIIRS,VIIRS,n,12.77,345.62,N,0.74,0.76
27.48484,52.96404,2026-09-22,2312,2026-09-23,02:42,2026,9,23,N21,VIIRS,VIIRS,n,7.28,315.7,N,0.74,0.76
28.67951,52.09289,2026-09-22,2312,2026-09-23,02:42,2026,9,23,N21,VIIRS,VIIRS,n,2.58,323.29,N,0.62,0.71
29.19493,52.84155,2026-09-22,2312,2026-09-23,02:42,2026,9,23,N21,VIIRS,VIIRS,n,3.94,304.97,N,0.66,0.73
29.25149,53.12606,2026-09-22,2312,2026-09-23,02:42,2026,9,23,N21,VIIRS,VIIRS,n,6.11,299.35,N,0.69,0.74
29.2533,53.11942,2026-09-22,2312,2026-09-23,02:42,2026,9,23,N21,VIIRS,VIIRS,n,9.19,333.44,N,0.69,0.74
29.25487,53.12572,2026-09-22,2312,2026-09-23,02:42,2026,9,23,N21,VIIRS,VIIRS,n,4.68,311.84,N,0.69,0.74
29.25672,53.11909,2026-09-22,2312,2026-09-23,02:42,2026,9,23,N21,VIIRS,VIIRS,n,4.68,320.81,N,0.68,0.74
29.36905,52.61322,2026-09-22,2312,2026-09-23,02:42,2026,9,23,N21,VIIRS,VIIRS,n,2.94,306.35,N,0.64,0.72
29.36929,52.61425,2026-09-22,2312,2026-09-23,02:42,2026,9,23,N21,VIIRS,VIIRS,n,2.59,303.57,N,0.64,0.72
29.62204,52.44707,2026-09-22,2312,2026-09-23,02:42,2026,9,23,N21,VIIRS,VIIRS,n,1.18,304.18,N,0.61,0.71
29.88099,52.87027,2026-09-22,2312,2026-09-23,02:42,2026,9,23,N21,VIIRS,VIIRS,n,2.11,296.17,N,0.64,0.72
27.48776,52.96789,2026-09-22,2227,2026-09-23,01:57,2026,9,23,N20,VIIRS,VIIRS,n,8.12,339.62,N,0.43,0.38
28.68391,52.09491,2026-09-22,2227,2026-09-23,01:57,2026,9,23,N20,VIIRS,VIIRS,n,1.25,312.81,N,0.4,0.37
28.6846,52.09089,2026-09-22,2227,2026-09-23,01:57,2026,9,23,N20,VIIRS,VIIRS,n,1.25,315.12,N,0.4,0.37
29.12035,52.64663,2026-09-22,2227,2026-09-23,01:57,2026,9,23,N20,VIIRS,VIIRS,n,1,301.99,N,0.41,0.37
29.19255,52.84286,2026-09-22,2227,2026-09-23,01:57,2026,9,23,N20,VIIRS,VIIRS,n,1.82,323.6,N,0.41,0.37
29.19326,52.83875,2026-09-22,2227,2026-09-23,01:57,2026,9,23,N20,VIIRS,VIIRS,n,1.82,307.47,N,0.41,0.37
29.1993,52.84428,2026-09-22,2227,2026-09-23,01:57,2026,9,23,N20,VIIRS,VIIRS,n,1.95,306.26,N,0.41,0.37
29.20203,54.48291,2026-09-22,2227,2026-09-23,01:57,2026,9,23,N20,VIIRS,VIIRS,n,1.64,305.39,N,0.47,0.4
29.25693,53.12167,2026-09-22,2227,2026-09-23,01:57,2026,9,23,N20,VIIRS,VIIRS,n,4.07,331.99,N,0.42,0.37
29.36774,52.61009,2026-09-22,2227,2026-09-23,01:57,2026,9,23,N20,VIIRS,VIIRS,n,3.89,330.13,N,0.4,0.37
29.58217,52.57441,2026-09-22,2227,2026-09-23,01:57,2026,9,23,N20,VIIRS,VIIRS,n,0.67,303.83,N,0.4,0.37
29.61817,51.67128,2026-09-22,2227,2026-09-23,01:57,2026,9,23,N20,VIIRS,VIIRS,n,0.84,315.74,N,0.39,0.36
29.62453,52.44851,2026-09-22,2227,2026-09-23,01:57,2026,9,23,N20,VIIRS,VIIRS,n,1.31,311.91,N,0.4,0.37
29.73665,52.65399,2026-09-22,2227,2026-09-23,01:57,2026,9,23,N20,VIIRS,VIIRS,n,1.7,306.89,N,0.4,0.37
29.87945,52.87222,2026-09-22,2227,2026-09-23,01:57,2026,9,23,N20,VIIRS,VIIRS,n,1.69,317.73,N,0.41,0.37
27.47958,52.97084,2026-09-22,2208,2026-09-23,01:38,2026,9,23,N,VIIRS,VIIRS,n,1.33,308.64,N,0.48,0.4
27.48758,52.96718,2026-09-22,2208,2026-09-23,01:38,2026,9,23,N,VIIRS,VIIRS,n,23.29,347.39,N,0.48,0.4
27.49126,52.96778,2026-09-22,2208,2026-09-23,01:38,2026,9,23,N,VIIRS,VIIRS,n,1.27,308.12,N,0.48,0.4
28.68119,52.09072,2026-09-22,2208,2026-09-23,01:38,2026,9,23,N,VIIRS,VIIRS,n,1.27,308.28,N,0.55,0.42
28.68511,52.0913,2026-09-22,2208,2026-09-23,01:38,2026,9,23,N,VIIRS,VIIRS,n,1.27,312.33,N,0.55,0.42
28.76249,53.83083,2026-09-22,2208,2026-09-23,01:38,2026,9,23,N,VIIRS,VIIRS,n,0.67,302.87,N,0.45,0.39
28.78308,53.75797,2026-09-22,2208,2026-09-23,01:38,2026,9,23,N,VIIRS,VIIRS,n,1.59,310.57,N,0.46,0.39
29.19171,52.84149,2026-09-22,2208,2026-09-23,01:38,2026,9,23,N,VIIRS,VIIRS,n,1.8,304.82,N,0.51,0.41
29.19473,52.84369,2026-09-22,2208,2026-09-23,01:38,2026,9,23,N,VIIRS,VIIRS,n,2.16,305.85,N,0.51,0.41
29.20335,54.48384,2026-09-22,2208,2026-09-23,01:38,2026,9,23,N,VIIRS,VIIRS,n,0.92,303.06,N,0.43,0.38
29.25574,53.12197,2026-09-22,2208,2026-09-23,01:38,2026,9,23,N,VIIRS,VIIRS,n,6.41,342,N,0.49,0.41
29.2561,53.12351,2026-09-22,2208,2026-09-23,01:38,2026,9,23,N,VIIRS,VIIRS,n,2.84,326.81,N,0.49,0.41
29.25673,53.1184,2026-09-22,2208,2026-09-23,01:38,2026,9,23,N,VIIRS,VIIRS,n,3.66,322.47,N,0.49,0.41
29.36872,52.61174,2026-09-22,2208,2026-09-23,01:38,2026,9,23,N,VIIRS,VIIRS,n,3.7,325.68,N,0.52,0.42
29.61509,51.67321,2026-09-22,2208,2026-09-23,01:38,2026,9,23,N,VIIRS,VIIRS,n,1.69,312.7,N,0.39,0.44
29.62258,52.44876,2026-09-22,2208,2026-09-23,01:38,2026,9,23,N,VIIRS,VIIRS,n,0.92,304.16,N,0.54,0.42
29.73642,52.65429,2026-09-22,2208,2026-09-23,01:38,2026,9,23,N,VIIRS,VIIRS,n,2.15,303.31,N,0.53,0.42
29.8775,52.87186,2026-09-22,2208,2026-09-23,01:38,2026,9,23,N,VIIRS,VIIRS,n,1.16,301.16,N,0.52,0.41
27.48788,52.96858,2026-09-22,2131,2026-09-23,01:01,2026,9,23,N21,VIIRS,VIIRS,n,17.64,338.48,N,0.36,0.58
27.48819,52.96492,2026-09-22,2131,2026-09-23,01:01,2026,9,23,N21,VIIRS,VIIRS,h,17.64,367,N,0.36,0.58
27.6265,52.77199,2026-09-22,2131,2026-09-23,01:01,2026,9,23,N21,VIIRS,VIIRS,n,0.77,307.26,N,0.37,0.58
28.68151,52.09218,2026-09-22,2131,2026-09-23,01:01,2026,9,23,N21,VIIRS,VIIRS,n,2.51,322.03,N,0.42,0.61
29.25625,53.12351,2026-09-22,2131,2026-09-23,01:01,2026,9,23,N21,VIIRS,VIIRS,n,4.82,298.42,N,0.37,0.58
29.25654,53.11967,2026-09-22,2131,2026-09-23,01:01,2026,9,23,N21,VIIRS,VIIRS,h,4.82,367,N,0.37,0.58
29.36705,52.61148,2026-09-22,2131,2026-09-23,01:01,2026,9,23,N21,VIIRS,VIIRS,n,2.18,319.95,N,0.4,0.6
29.36734,52.61213,2026-09-22,2131,2026-09-23,01:01,2026,9,23,N21,VIIRS,VIIRS,n,3.02,314.76,N,0.4,0.6
29.62377,52.44814,2026-09-22,2131,2026-09-23,01:01,2026,9,23,N21,VIIRS,VIIRS,n,1.2,310.96,N,0.41,0.61
29.87603,52.87109,2026-09-22,2131,2026-09-23,01:01,2026,9,23,N21,VIIRS,VIIRS,n,0.77,299.6,N,0.39,0.59
29.87741,52.87029,2026-09-22,2131,2026-09-23,01:01,2026,9,23,N21,VIIRS,VIIRS,n,1.52,306.07,N,0.39,0.59
29.88148,52.87162,2026-09-22,2131,2026-09-23,01:01,2026,9,23,N21,VIIRS,VIIRS,n,0.77,299.54,N,0.39,0.59
28.45214,52.36558,2026-09-22,1151,2026-09-22,15:21,2026,9,22,Aqua,MODIS,MODIS,73,10.32,331.3,D,1,1
27.48412,52.97002,2026-09-22,1002,2026-09-22,13:32,2026,9,22,N20,VIIRS,VIIRS,l,3.79,340.52,D,0.57,0.43
29.19206,52.84299,2026-09-22,1002,2026-09-22,13:32,2026,9,22,N20,VIIRS,VIIRS,l,8.74,347.89,D,0.39,0.44
30.17603,51.33018,2026-09-22,1002,2026-09-22,13:32,2026,9,22,N20,VIIRS,VIIRS,l,10.38,348.31,D,0.51,0.41
29.36743,52.61288,2026-09-22,943,2026-09-22,13:13,2026,9,22,N,VIIRS,VIIRS,n,5.12,345.34,D,0.39,0.36
29.87989,52.87257,2026-09-22,943,2026-09-22,13:13,2026,9,22,N,VIIRS,VIIRS,n,3.98,343.72,D,0.39,0.36
27.48359,52.96881,2026-09-22,941,2026-09-22,13:11,2026,9,22,N,VIIRS,VIIRS,n,2.35,345.83,D,0.39,0.36
27.48691,52.96814,2026-09-22,941,2026-09-22,13:11,2026,9,22,N,VIIRS,VIIRS,n,2.35,347.7,D,0.39,0.36
29.25669,53.12174,2026-09-22,905,2026-09-22,12:35,2026,9,22,N21,VIIRS,VIIRS,n,11.27,347.77,D,0.44,0.46
28.68364,52.09442,2026-09-21,2246,2026-09-22,02:16,2026,9,22,N20,VIIRS,VIIRS,n,2.68,328.24,N,0.42,0.45
29.12273,52.64627,2026-09-21,2246,2026-09-22,02:16,2026,9,22,N20,VIIRS,VIIRS,n,0.9,301.08,N,0.44,0.46
29.19145,52.84044,2026-09-21,2246,2026-09-22,02:16,2026,9,22,N20,VIIRS,VIIRS,n,4.38,339.64,N,0.45,0.47
29.19569,52.84137,2026-09-21,2246,2026-09-22,02:16,2026,9,22,N20,VIIRS,VIIRS,n,4.38,306.6,N,0.45,0.47
29.19992,52.84232,2026-09-21,2246,2026-09-22,02:16,2026,9,22,N20,VIIRS,VIIRS,n,0.82,300.88,N,0.45,0.47
29.20476,54.48256,2026-09-21,2246,2026-09-22,02:16,2026,9,22,N20,VIIRS,VIIRS,n,1.17,300.85,N,0.56,0.51
29.25489,53.12185,2026-09-21,2246,2026-09-22,02:16,2026,9,22,N20,VIIRS,VIIRS,n,4.56,334.23,N,0.46,0.47
29.25915,53.12302,2026-09-21,2246,2026-09-22,02:16,2026,9,22,N20,VIIRS,VIIRS,n,1.26,316.22,N,0.46,0.47
29.36806,52.61039,2026-09-21,2246,2026-09-22,02:16,2026,9,22,N20,VIIRS,VIIRS,n,2.11,323.96,N,0.43,0.46
29.62283,52.44541,2026-09-21,2246,2026-09-22,02:16,2026,9,22,N20,VIIRS,VIIRS,n,0.82,304.77,N,0.42,0.45
29.6269,52.44649,2026-09-21,2246,2026-09-22,02:16,2026,9,22,N20,VIIRS,VIIRS,n,0.82,302.11,N,0.42,0.45
29.73679,52.65435,2026-09-21,2246,2026-09-22,02:16,2026,9,22,N20,VIIRS,VIIRS,n,1.65,303.51,N,0.43,0.46
29.8813,52.87043,2026-09-21,2246,2026-09-22,02:16,2026,9,22,N20,VIIRS,VIIRS,n,0.99,310.91,N,0.44,0.46
27.48664,52.96975,2026-09-21,2229,2026-09-22,01:59,2026,9,22,N,VIIRS,VIIRS,n,1.83,310.68,N,0.39,0.36
28.1324,52.86001,2026-09-21,2227,2026-09-22,01:57,2026,9,22,N,VIIRS,VIIRS,n,0.26,311.14,N,0.39,0.36
28.68161,52.09433,2026-09-21,2227,2026-09-22,01:57,2026,9,22,N,VIIRS,VIIRS,n,1.81,326.03,N,0.38,0.36
29.11972,52.64678,2026-09-21,2227,2026-09-22,01:57,2026,9,22,N,VIIRS,VIIRS,n,0.59,299.35,N,0.38,0.36
29.1904,52.84258,2026-09-21,2227,2026-09-22,01:57,2026,9,22,N,VIIRS,VIIRS,n,3.6,333.57,N,0.38,0.36
29.19369,52.84327,2026-09-21,2227,2026-09-22,01:57,2026,9,22,N,VIIRS,VIIRS,n,2.56,341.4,N,0.38,0.36
29.19432,52.83935,2026-09-21,2227,2026-09-22,01:57,2026,9,22,N,VIIRS,VIIRS,n,1.87,310.22,N,0.38,0.36
29.19699,52.84394,2026-09-21,2227,2026-09-22,01:57,2026,9,22,N,VIIRS,VIIRS,n,2.56,308.7,N,0.38,0.36
29.2569,53.12337,2026-09-21,2227,2026-09-22,01:57,2026,9,22,N,VIIRS,VIIRS,n,2.34,328.9,N,0.39,0.36
29.25754,53.11944,2026-09-21,2227,2026-09-22,01:57,2026,9,22,N,VIIRS,VIIRS,n,2.11,304.37,N,0.39,0.36
29.35853,52.61676,2026-09-21,2227,2026-09-22,01:57,2026,9,22,N,VIIRS,VIIRS,n,0.88,303.33,N,0.38,0.36
29.36638,52.61031,2026-09-21,2227,2026-09-22,01:57,2026,9,22,N,VIIRS,VIIRS,n,1.95,320.86,N,0.38,0.36
29.36967,52.61099,2026-09-21,2227,2026-09-22,01:57,2026,9,22,N,VIIRS,VIIRS,n,1.95,319.39,N,0.38,0.36
29.58259,52.57204,2026-09-21,2227,2026-09-22,01:57,2026,9,22,N,VIIRS,VIIRS,n,0.75,303.96,N,0.38,0.36
29.62276,52.44615,2026-09-21,2227,2026-09-22,01:57,2026,9,22,N,VIIRS,VIIRS,n,0.82,312.7,N,0.38,0.36
29.73591,52.65556,2026-09-21,2227,2026-09-22,01:57,2026,9,22,N,VIIRS,VIIRS,n,1.56,309.54,N,0.38,0.36
